	Iozone: Performance Test of File I/O
	        Version $Revision: 3.489 $
		Compiled for 64 bit mode.
		Build: linux-AMD64 

	Contributors:William Norcott, Don Capps, Isom Crawford, Kirby Collins
	             Al Slater, Scott Rhine, Mike Wisner, Ken Goss
	             Steve Landherr, Brad Smith, Mark Kelly, Dr. Alain CYR,
	             Randy Dunlap, Mark Montague, Dan Million, Gavin Brebner,
	             Jean-Marc Zucconi, Jeff Blomberg, Benny Halevy, Dave Boone,
	             Erik Habbinga, Kris Strecker, Walter Wong, Joshua Root,
	             Fabrice Bacchella, Zhenghua Xue, Qin Li, Darren Sawyer,
	             Vangel Bojaxhi, Ben England, Vikentsi Lapa,
	             Alexey Skidanov, Sudhir Kumar.

	Run began: Sat Jun 29 18:02:45 2024

	Auto Mode
	Command line used: iozone -a
	Output is in kBytes/sec
	Time Resolution = 0.000001 seconds.
	Processor cache size set to 1024 kBytes.
	Processor cache line size set to 32 bytes.
	File stride size set to 17 * record size.
                                                              random    random     bkwd    record    stride                                    
              kB  reclen    write  rewrite    read    reread    read     write     read   rewrite      read   fwrite frewrite    fread  freread
             128     128  1391557  2784517  6406138 10567140 10779307  5545860  8548124   5784891   9977956  5784891  5545860  7917784  9795896
             256       4  1147398  2345409  5217259  5971678  4929815  3326279  3368013   4350555   4332998  3605511  3368013  5242734  5687020
             256       8  1369908  3994490  7120034  6398720  5841722  4477549  4572895   5687020   5569035  4281170  3499745  6761355  7735574
             256      16  1552085  4197489  8024634  6891544  8208677  5687020  6107548   7120034   9434868  3810220  5117791  6936061  9114515
             256      32  1842366  5022044  9114515  7314033 10245071  4734192  7518900   8024634  10651598  5841722  6107548  8534922 12090911
             256      64  1842366  4197489  9518507  7965107 10245071  6719046  9868433   8271916  11207494  6249745  6936061  9868433 12812277
             256     128  1610276  5117791  8271916  9778562 12228612  6936061  9868433   6936061  11569783  4197489 10245071  9778562 12812277
             256     256  1579483  5117791  7571923 10651598 12228612  4907284  9114515   7120034  10245071  6891544  6249745 10651598 13454450
             512       4  1344020  3905895  6652558  7435738  5822804  3768799  3970896   4571003   4916336  4000485  3795443  6319739  6909408
             512       8  1753325  4061007  8265729  7115451  8109658  3970896  6018636   6736026   7435738  4650188  4742616  7871843  8955098
             512      16  1783912  5164632  8394979  7540170  8992598  5278892  7435738   7115451   6931711  5227492  4784885  8528336  9859630
             512      32  1931527  4571003  9510316  7211022 10434519  6414119  8528336   7988981  11374040  5453155  5886650 10044089 11138071
             512      64  1848401  5624545  9681823  8528336 11374040  6018636 10044089   8265729  11683444  6174377  6736026  9468384 10235583
             512     128  1869318  5684095  9681823  7620440 12215097  5744919  8992598   8394979  11877300  6571132  6821616 10434519 12146009
             512     256  1968713  4827914  8992598 10044089 11620224  6909408 11138071   7871843  11620224  3941742  9145790  9859630 11138071
             512     512  1580419  4305250  7334159 11434603 11080601  5886650  9859630   6571132  10235583  6104175  6086873  9304292 10641343
            1024       4  1432225  4114719  6327241  6733974  5593820  3804877  4282950   5096034   5444898  4029784  3821805  6172653  5885083
            1024       8  1822368  4361233  8137402  6733974  7577494  4854136  5950309   6744549   7420395  4654248  4195100  7631350  8391792
            1024      16  1935711  4700088  8061038  6692005  8542002  5424269  6963241   6744549   8457895  5096034  5144870  9064828  9402175
            1024      32  1920993  5356618  9655828  7160597  9946527  5917516  9142007   8914314  10796646  6128613  5444898  8000971  9946527
            1024      64  1957770  5813392  9765601  7699755 10557785  6327241 10039528   8988941  11903823  6025439  5782087 10354166 11132462
            1024     128  1976691  4199201  9485232  7577494 10796646  5853003  9569770   7941793  12208350  6059442  6402699 10769573  8914314
            1024     256  1950656  5363307  8474583  5917516  7524394  4249053  7537599   5789881   8542002  4920874  6479979 11018226 11936907
            1024     512  1868347  3696803  8122014  8680108 10329265  6102490  8895850   4805258   7420395  3085895  6172653  5885083  7208671
            1024    1024  1110727  3369115  4783849  6776473  6172653  3908759  8408221   5500686   7472033  5601115  4550690  8593274  9142007
            2048       4  1432179  3717289  6503556  6483920  5332694  3835124  4204968   4875642   5376082  3937075  3908414  6563185  6543188
            2048       8  1820362  5080379  8390200  6759439  6670210  4762117  5900467   6732948   7419150  4621211  4531020  8159088  8292998
            2048      16  1910230  5521212  8830061  6851089  7903836  5403134  6895083   7286980   7705319  4741090  4676561  8097557  9101380
            2048      32  1954120  5044577  6895083  4728042  9101380  5489457  8365686   8029434   9808036  5447681  5345969  9483197  9853037
            2048      64  1889224  4751580  9796850  7393606 10302081  6132138  9525260   8531869   9441504  5596757  5596757 10289741 10503637
            2048     128  1994039  5212953  9567698  7013303 11706006  6917293 10131961   8749118  12805399  5564129  5991003 10780463 10889797
            2048     256  1998214  5420181  9708272  8190205 10780463  6416117 10439809   8749118  12729493  5596757  6075753 10903620 11129659
            2048     512  1957683  5020987  8159088  7726111  9990553  6024617  9796850   7529708   8940345  5820505  6303124  8678404  9990553
            2048    1024  1912356  4783331  7336772  7589584  9024882  5376082  8793903   6225466   8608824  3819776  7670915  8292998  8198022
            2048    2048  1675821  4301837  6298503  8678404  8977721  5444228  8423109   5447681   8059569  5521212  4923146  7853254  8749118
            4096       4  1468138  3693955  6349261  6512939  5257310  3574071  4248440   5265366   5390937  3976080  3871253  6339889  6361016
            4096       8  1780148  4481152  8324363  6575257  7197849  4756587  5802430   6714018   7289472  4638436  4556020  8276241  8340529
            4096      16  1869448  4982841  9023961  6585338  8276241  5375755  7012747   7301864   8393502  5075585  5063617  8806550  9124610
            4096      32  1888560  4971306  9545402  7087972  9247398  5794602  8531046   8642630   9524234  5284803  5217395 10112910 10012712
            4096      64  1950527  5367357 10344298  7502762 10263956  6195843  9658092   8586475   9943171  5625724  5672159 11601703 11809047
            4096     128  1980661  5438722 10638969  7572208 10638969  6281934  9989424   8806550  10779149  5704175  5792648 10691939 10978915
            4096     256  1965478  5190597  9966244  7392988 10502389  6410863 10698597   8925508  12727660  5611025  5611025 10813071 11099499
            4096     512  1956079  4946971  8925508  6748303  9307517  5792648  9593374   7742845  10718622  5178081  5284803  9663524  9989424
            4096    1024  1928414  4841028  7863339  6894546  8788530  5409609  8712759   6321227   8962759  5258919  5784846  8752710  8883968
            4096    2048  1801239  4638436  7185807  7249484  8677553  5549401  8660056   6077484   8344580  3640724  6861502  8127459  7877762
            4096    4096  1719567  4298399  6030551  8717180  8752710  5198450  8377131   5520868   8518356  5475122  5475122  8324363  8548024
            8192       4  1523186  3680031  5378957  5461897  4779617  3491912  3855097   5078440   4867641  3593060  3639106  6028229  5801260
            8192       8  1724297  4914286  7062921  6054786  6425016  4207758  5245116   6698058   6532510  4336267  4255705  7142200  6971209
            8192      16  1749672  4423351  7627351  6186701  7427838  5066458  7049878   7148143   8086916  5007390  4813093  8393104  8551866
            8192      32  1886673  5013234  8788093  6633402  8962305  5637544  8283835   8109821   9234488  5168583  5041185  9141131  9505279
            8192      64  1891034  5001558  9329772  7111158  9526362  6022946  9276873   8299843   9871202  5468852  5505657 10053157 10076743
            8192     128  1923858  4917099  9182662  6965556  9739691  6024002  9042498   8696894   9266865  5319004  5237121  9266865  9871202
            8192     256  1982124  5123115  9071145  6765318  9603578  6220301  9352628   8952964   9246914  5038228  5041185  8714540  9204802
            8192     512  1849206  4508675  7500806  6024002  8752276  5769116  8826471   7830733  10849967  4540851  4795627  8588204  9061576
            8192    1024  1904240  4715983  7122952  6205696  8167655  5221205  8086916   6670750   8883522  4643957  4730266  7543623  7884642
            8192    2048  1837634  4378260  6296676  5940679  7447157  5228355  7537004   6122759   8705708  4483963  4538452  5842692  6321001
            8192    4096  1744520  3865941  5557305  5830794  6961323  4471708  6601541   5274909   7854003  3732398  5847664  5756551  6224809
            8192    8192  1655667  3831454  4799646  6580049  6638529  4553488  6028229   4561346   6277120  4620228  4293461  5802240  5975808
           16384       4  1495175  3600931  5221128  5365018  4384351  3241208  3730333   5119987   4542293  3470539  3484441  5347067  5201369
           16384       8  1644014  4078596  6179917  5295561  5514407  3887110  4471651   6569233   5639767  3865029  3874181  6343059  6355378
           16384      16  1790977  4699794  7019493  5639767  6635840  4541092  6101994   7337273   6773190  4453395  4210802  6798654  7020210
           16384      32  1845224  4760019  7249803  5710535  7142056  4818765  7236824   7964884   7336490  4344712  4514541  7522817  7670606
           16384      64  1834093  5002944  7602716  5878581  7498192  4973975  7460745   8550595   7720590  4654590  4758701  8082927  8329829
           16384     128  1943984  2200374  7065684  5417891  7086085  4987693  7560891   8696680   8180105  4667870  4728576  8023471  8082927
           16384     256  1841318  5080244  7753693  5899778  7801225  5261503  7728405   8303660   7649261  4398382  4350488  3624673  3694236
           16384     512  1605152  4467872  6639046  5377192  6841294  4743590  7236824   7536017   7272051  4128087  4317145  7282069  7457506
           16384    1024  1851288  4480106  6435127  5297194  6673215  4527330  6548575   4469034   6415302  3804895  1751894  5935961  6097121
           16384    2048  1735217  4117452  5953446  5032253  6255866  4220370  6635840   6402750   9620796  4042368  4266751  4833339  4751790
           16384    4096  1808987  4329929  6001278  5450550  6635840  4488885  6109046   5630064   8938763  4050469  4338951  5801655  6306387
           16384    8192  1752296  4291264  5466592  5643936  6445388  4428142  6095499   4946763   6619859  3550145  4952824  5466592  5971034
           16384   16384  1723726  3833550  4384071  5679386  5781155  3944225  5257880   3859602   5443210  3919703  3827145  5124951  5013529
           32768      64  1754372  4622934  7294749  5663193  7117204  4626981  7154624   8376437   7375389  4319561  4412051  7620338  7726582
           32768     128  1824084  4766260  7489940  5803812  7440472  4837218  4003954   7506713   7454192  4438267  4523427  6355321  4218273
           32768     256  1848271  4766260  7560811  5852499  7624143  4841649  7828243   8887783   7715738  4329767  4446163  7667100  7848808
           32768     512  1829085  4565046  6829670  5448779  6813756  4647949  7168805   7786995   7163948  3954644  4031436  6991215  7045692
           32768    1024  1796991  4052954  6222390  5077955  6339199  4205237  6347983   6911757   6545707  3835241  3988731  6639946  6717510
           32768    2048  1812992  2416729  6062376  5067657  6259514  4199326  6221263   6666678   9245930  3683031  3708972  6151373  6310095
           32768    4096  1814092  4228655  6049301  5183284  6445329  4292444  6319960   6134077   8928778  3673973  3806244  6031250  6182643
           32768    8192  1708615  4130545  5640880  5077955  6029133  3969951  5382416   4719451   6539478  3696304  3539430  5478753  6028075
           32768   16384  1711487  3584010  4394277  4585455  5199559  3725763  3809832   4069997   5079456  3169951  4012721  4651252  4916293
           65536      64  1773980  4475322  7452334  5764354  7083422  4384870  7160739   8593746   7224920  4203167  4162621  7577235  7620509
           65536     128  1829594  4662123  5144462  5680022  7341470  4611054  7416143   9140414   7474422  4409914  4451550  7802867  7810183
           65536     256  1840066  4687884  7603645  5832110  7427766  4432670  7500119   8627733   7340490  4188947  4112734  7796228  7862684
           65536     512  1820952  4497362  6858093  5366528  6745171  4423895  6825228   8145060   6768257  3762522  3962729  6962317  7026566
           65536    1024  1816356  4298876  6276209  5109653  6303988  4196493  6352796   7004007   6249809  3623164  3679718  5779261  5922330
           65536    2048  1729903  4175330  6325895  5134084  6387636  4213734  6462423   6951225   6482234  3718344  2695388  6307026  6459841
           65536    4096  1789467  4109352  6211255  5050506  6218421  4176662  6281659   6282233   9362069  3662850  3683268  6286543  6471399
           65536    8192  1400467  3919391  5567958  4898491  6015254  4089909  6017492   5189723   7198620  3389670  3231394  5485949  3808871
           65536   16384  1705104  3616395  4693247  4559957  5332485  3722776  4972033   4131898   5286031  3262614  3083014  4744197  4974733
          131072      64  1740571  4547013  7235170  5642583  6874972  4362524  6885822   8528396   6969714  4189611  4065525  7389309  7356186
          131072     128  1644425  4527242  7323261  5639920  7067832  4523927  7099137   8717315   7285026  4232641  4115684  7563350  7568452
          131072     256  1796735  4637105  7372661  4231110  7221959  4532692  7167162   9004742   7167069  4069046  4173581  7426241  7404836
          131072     512  1754010  4295342  6438416  5119636  6324062  4333672  6400934   8370368   4833026  3708032  3812776  6641904  6645276
          131072    1024  1753893  3945347  5986094  4865491  5988572  4046553  6052792   7054047   6035117  3627271  3549289  6177461  6255200
          131072    2048  1799299  3998898  6014386  4964436  6108343  4022099  6119971   6761165   6138078  3553418  3564731  6174200  6151609
          131072    4096  1756830  3961438  5929280  4912358  6062805  4019276  5919576   6576592   6256410  3474852  3470728  6096624  6117723
          131072    8192  1687201  3941189  5632178  4893817  5915054  4095082  5675085   5680011   7250820  3009758  2940078  5758908  6044673
          131072   16384  1679660  3490029  4566502  4202518  5084644  3707206  4803088   4332101   5480742  2808246  2881579  4878747  5218037
          262144      64  1480002  4210868  7358589  5745751  6864576  4000670  7028381   8622078   7116128  3860566  3815062  7504645  7074872
          262144     128  1651352  4212094  7476781  5747253  6852725  4031682  7341735   8921579   7304715  3925834  3855002  6785985  7572039
          262144     256  1575782  3732170  7343206  5674347  7421319  4100103  7474646   8970200   7302241  3670412  3707366  7627985  7648520
          262144     512  1569997  4047995  6711140  5331487  6675933  4004517  6701854   8089354   6757168  3538948  3516728  6870667  6989955
          262144    1024  1646851  3834754  6218717  4992565  6303497  3860566  6290803   6626126   6348409  3455673  3394939  5539469  6229640
          262144    2048  1547477  3543967  6084775  5008484  6198000  3850359  6304871   6704796   6288212  3363842  3387262  6313234  6332906
          262144    4096  1640614  3790624  6233065  5090076  6195520  3767956  6335497   6814585   6236035  3274180  3072335  6345625  6349619
          262144    8192  1608522  3835383  5831907  4926771  6011222  3776679  6050088   5808768   6131705  3029201  2995521  6020208  6192868
          262144   16384  1545330  3329958  4868589  4336266  5237620  3554726  5081490   4290060   5315918  2631072  2602186  5030114  5394369
          524288      64  1476285  3882032  7788817  5930790  6954603  3621193  7346145   8973231   7272796  3680510  3674956  7804103  7746809
          524288     128  1571385  3953045  7723410  5920810  7468067  3843755  7557850   9141084   7721240  3579513  3737923  7769170  7784654
          524288     256  1566507  3971063  7634680  5935016  7520115  3868973  6933005   9210807   7870666  3619119  3636872  7928013  7930901
          524288     512  1587578  3795471  6945860  5392355  6675848  3727235  6867723   8533175   6933377  3270361  3335822  7011078  7089762
          524288    1024  1540948  3633495  6300857  5049540  6246359  3566509  6337629   6687258   6333887  3197171  3335488  6582329  6634298
          524288    2048  1640363  3748525  6443725  5144325  6508762  3652426  6500373   7050212   6520748  3214420  3247407  6631197  6088023
          524288    4096  1573989  3632738  6523514  5191275  6532273  3610372  6641271   6870878   6051899  3146870  3191037  6604530  6623727
          524288    8192  1557275  3610396  6188264  5024997  6255527  3585536  6398669   5707348   6351395  2914834  2895433  6396082  6493770
          524288   16384  1539692  3338840  5126707  4493921  5461216  3388759  5343883   4480790   5522827  2500157  2573938  5318294  5659842

iozone test complete.
